proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
469409	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase.	Phosphoenolpyruvate + 3-phosphoshikimate = phosphate + 5-O- (1-carboxyvinyl)-3-phosphoshikimate.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
469409	2.7.1.71	Shikimate kinase.	ATP + shikimate = ADP + shikimate 3-phosphate.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
469409	4.2.1.10	3-dehydroquinate dehydratase.	3-dehydroquinate = 3-dehydroshikimate + H(2)O.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
469409	4.2.3.4							
469470	3.5.1.98							
469524	2.7.1.35	Pyridoxal kinase.	"ATP + pyridoxal = ADP + pyridoxal 5'-phosphate."			Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
469543	4.1.1.21	Phosphoribosylaminoimidazole carboxylase.	1-(5-phosphoribosyl)-5-amino-4-imidazolecarboxylate = 1-(5- phosphoribosyl)-5-aminoimidazole + CO(2).			Purine metabolism	Nucleotide Metabolism	METABOLIC
469592	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.		Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
469592	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.		Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
469598	4.3.2.3	Ureidoglycolate lyase.	(-)-ureidoglycolate = glyoxylate + urea.			Purine metabolism	Nucleotide Metabolism	METABOLIC
469601	2.7.4.3	Adenylate kinase.	ATP + AMP = ADP + ADP.		Hemolytic anemia due to deficiency of adenylate kinase; MIM:103000.	Purine metabolism	Nucleotide Metabolism	METABOLIC
469606	2.7.4.3	Adenylate kinase.	ATP + AMP = ADP + ADP.		Hemolytic anemia due to deficiency of adenylate kinase; MIM:103000.	Purine metabolism	Nucleotide Metabolism	METABOLIC
469615	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	(S)-3-hydroxybutanoyl-CoA + NADP(+) = 3-acetoacetyl-CoA + NADPH.			Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
469615	1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase.	(S)-3-hydroxybutanoyl-CoA + NADP(+) = 3-acetoacetyl-CoA + NADPH.			Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
469618	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).			  RNA polymerase	TRANSCRIPTION	REGULATORY
469618	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
469618	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
469624	3.2.1.28	Alpha,alpha-trehalase.	Alpha,alpha-trehalose + H(2)O = 2 D-glucose.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
469671	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
469671	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Nitrogen metabolism	Energy Metabolism	METABOLIC
469671	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
469743	2.3.1.24	Sphingosine N-acyltransferase.	Acyl-CoA + sphingosine = CoA + N-acylsphingosine.			Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
469743	2.3.1.24	Sphingosine N-acyltransferase.	Acyl-CoA + sphingosine = CoA + N-acylsphingosine.			Sphingophospholipid biosynthesis	Metabolism of Complex Lipids	METABOLIC
469778	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
469805	2.3.2.5	Glutaminyl-peptide cyclotransferase.	L-glutaminyl-peptide = 5-oxoprolyl-peptide + NH(3).					
469852	2.4.99.18							
469875	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.					
469890	3.6.4.13							
469895	3.5.4.1	Cytosine deaminase.	Cytosine + H(2)O = uracil + NH(3).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
469940	3.1.3.21	Glycerol-1-phosphatase.	Glycerol 1-phosphate + H(2)O = glycerol + phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
469940	3.1.3.68	2-deoxyglucose-6-phosphatase.	2-deoxy-D-glucose 6-phosphate + H(2)O = 2-deoxy-D-glucose + phosphate.					
470024	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.				
470042	3.6.1.29	"Bis(5'-adenosyl)-triphosphatase."	"P(1),P(3)-bis(5'-adenosyl)triphosphate + H(2)O = ADP + AMP."			Purine metabolism	Nucleotide Metabolism	METABOLIC
470074	1.6.5.5	NADPH:quinone reductase.	NADPH + quinone = NADP(+) + semiquinone.	Zinc.				
470075	2.7.1.140	1D-myo-inositol-tetrakisphosphate 5-kinase.	ATP + 1D-myo-inositol 1,3,4,6-tetrakisphosphate = ADP + 1D-myo-inositol 1,3,4,5,6-pentakisphosphate.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
470075	2.7.1.151							
470075	2.7.1.78	"Polynucleotide 5'-hydroxyl-kinase."	"ATP + 5'-dephospho-DNA = ADP + 5'-phospho-DNA."					
470098	2.6.1.44	Alanine--glyoxylate aminotransferase.	L-alanine + glyoxylate = pyruvate + glycine.	Pyridoxal-phosphate.	Oxalosis I (glycolicaciduria); MIM:259900.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
470098	2.6.1.44	Alanine--glyoxylate aminotransferase.	L-alanine + glyoxylate = pyruvate + glycine.	Pyridoxal-phosphate.	Oxalosis I (glycolicaciduria); MIM:259900.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
470098	2.6.1.45	Serine--glyoxylate aminotransferase.	L-serine + glyoxylate = 3-hydroxypyruvate + glycine.	Pyridoxal-phosphate.		Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
470098	2.6.1.51	Serine--pyruvate aminotransferase.	L-serine + pyruvate = 3-hydroxypyruvate + L-alanine.	Pyridoxal-phosphate.		Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
470100	3.2.1.14	Chitinase.	Hydrolysis of the 1,4-beta-linkages of N-acetyl-D-glucosamine polymers of chitin.			Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
470182	3.1.2.2	Palmitoyl-CoA hydrolase.	Palmitoyl-CoA + H(2)O = CoA + palmitate.					
470182	3.1.2.27							
470226	2.1.1.114	Hexaprenyldihydroxybenzoate methyltransferase.	S-adenosyl-L-methionine + 3-hexaprenyl-4,5-dihydroxybenzoate = S-adenosyl-L-homocysteine + 3-hexaprenyl-4-hydroxy-5-methoxybenzoate.					
470226	2.1.1.222							
470226	2.1.1.64	3-demethylubiquinone-9 3-O-methyltransferase.	S-adenosyl-L-methionine + 3-demethylubiquinone-9 = S-adenosyl-L- homocysteine + ubiquinone-9.			Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
470342	2.1.1.85	Protein-histidine N-methyltransferase.	S-adenosyl-L-methionine + protein L-histidine = S-adenosyl-L- homocysteine + protein N-methyl-L-histidine.					
470377	1.1.1.289							
470435	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.			Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
470435	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.			Nitrogen metabolism	Energy Metabolism	METABOLIC
470435	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.			Glutamate metabolism	Amino Acid Metabolism	METABOLIC
470443	1.1.1.86	Ketol-acid reductoisomerase.	(R)-2,3-dihydroxy-3-methylbutanoate + NADP(+) = (S)-2-hydroxy-2-methyl- 3-oxobutanoate + NADPH.			Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
470443	1.1.1.86	Ketol-acid reductoisomerase.	(R)-2,3-dihydroxy-3-methylbutanoate + NADP(+) = (S)-2-hydroxy-2-methyl- 3-oxobutanoate + NADPH.			Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
470446	3.6.1.13	ADP-ribose pyrophosphatase.	ADP-ribose + H(2)O = AMP + D-ribose 5-phosphate.			Purine metabolism	Nucleotide Metabolism	METABOLIC
470527	2.3.1.258							
470532	2.3.1.31	Homoserine O-acetyltransferase.	Acetyl-CoA + L-homoserine = CoA + O-acetyl-L-homoserine.			Sulfur metabolism	Energy Metabolism	METABOLIC
470532	2.3.1.31	Homoserine O-acetyltransferase.	Acetyl-CoA + L-homoserine = CoA + O-acetyl-L-homoserine.			Methionine metabolism	Amino Acid Metabolism	METABOLIC
470540	3.6.4.13							
470560	1.3.3.15							
470560	1.3.3.4	Protoporphyrinogen oxidase.	Protoporphyrinogen-IX + O(2) = protoporphyrin-IX + H(2)O(2).	FAD.	Porphyria variegata; MIM:176200.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
470601	2.4.1.198	Phosphatidylinositol N-acetylglucosaminyltransferase.	UDP-N-acetyl-D-glucosamine + phosphatidylinositol = UDP + N-acetyl-D- glucosaminylphosphatidylinositol.			  Glycosylphosphatidylinositol(GPI)-anchor biosynthesis		
470616	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase.	5-methyltetrahydropteroyltri-L-glutamate + L-homocysteine = tetrahydropteroyltri-L-glutamate + L-methionine.			Methionine metabolism	Amino Acid Metabolism	METABOLIC
470625	2.4.1.231							
470628	3.6.4.13							
470654	3.5.2.5	Allantoinase.	Allantoin + H(2)O = allantoate.			Purine metabolism	Nucleotide Metabolism	METABOLIC
470668	2.4.2.10	Orotate phosphoribosyltransferase.	"Orotidine 5'-phosphate + diphosphate = orotate + 5-phospho-alpha- D-ribose 1-diphosphate."		Oroticaciduria I; MIM:258900.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
470668	4.1.1.23	"Orotidine-5'-phosphate decarboxylase."	"Orotidine 5'-phosphate = UMP + CO(2)."		Oroticaciduria II; MIM:258920.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
470703	4.2.1.22	Cystathionine beta-synthase.	L-serine + L-homocysteine = cystathionine + H(2)O.	Pyridoxal-phosphate.	Homocystinuria I (classic form); MIM:236200.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
470703	4.2.1.22	Cystathionine beta-synthase.	L-serine + L-homocysteine = cystathionine + H(2)O.	Pyridoxal-phosphate.	Homocystinuria I (classic form); MIM:236200.	Methionine metabolism	Amino Acid Metabolism	METABOLIC
470703	4.2.1.22	Cystathionine beta-synthase.	L-serine + L-homocysteine = cystathionine + H(2)O.	Pyridoxal-phosphate.	Homocystinuria I (classic form); MIM:236200.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
470724	1.3.3.3	Coproporphyrinogen oxidase.	Coproporphyrinogen-III + O(2) = protoporphyrinogen-IX + 2 CO(2).	Iron.	Coproporphyria; MIM:121300.	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
470760	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
470791	2.5.1.82							
470791	2.5.1.83							
470803	3.4.23.25	Saccharopepsin.	Hydrolysis of proteins with broad specificity for peptide bonds. Cleaves -Leu-Leu-|-Val-Tyr- bond in a synthetic substrate. Does not act on esters of Tyr or Arg.					
470803	3.4.23.5	Cathepsin D.	Specificity similar to, but narrower than, that of pepsin A. Does not cleave the 4-Gln-|-His-5 bond in B chain of insulin.					
470822	2.1.1.41	Delta(24)-sterol C-methyltransferase.	S-adenosyl-L-methionine + 5-alpha-cholest-8,24-dien-3-beta-ol = S-adenosyl-L-homocysteine + 24-methylene-5-alpha-cholest-8-en-3-beta-ol.	Glutathione.				
470845	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
470845	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
470845	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
470845	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
470845	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
470845	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
470849	2.7.6.1	Ribose-phosphate pyrophosphokinase.	ATP + D-ribose 5-phosphate = AMP + 5-phospho-alpha-D-ribose 1-diphosphate.		Gout (one form) with urate urolithiasis; MIM:311850.	Purine metabolism	Nucleotide Metabolism	METABOLIC
470849	2.7.6.1	Ribose-phosphate pyrophosphokinase.	ATP + D-ribose 5-phosphate = AMP + 5-phospho-alpha-D-ribose 1-diphosphate.		Gout (one form) with urate urolithiasis; MIM:311850.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
470853	3.6.4.13							
470914	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
470914	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
470914	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.				
470934	4.2.1.1	Carbonate dehydratase.	H(2)CO(3) = CO(2) + H(2)O.	Zinc.	Osteopetrosis-renal tubular acidosis syndrome; MIM:259730.	Nitrogen metabolism	Energy Metabolism	METABOLIC
470977	1.1.3.37	D-arabinono-1,4-lactone oxidase.	D-arabinono-1,4-lactone + O(2) = D-erythro-ascorbate + H(2)O(2).	FAD.				
470977	1.1.3.8	L-gulonolactone oxidase.	L-gulono-1,4-lactone + O(2) = L-xylo-hexulonolactone + H(2)O(2).	FAD.		Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC
471120	3.1.26.5	Ribonuclease P.	"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor."					
471132	2.3.1.15	Glycerol-3-phosphate O-acyltransferase.	Acyl-CoA + sn-glycerol 3-phosphate = CoA + 1-acyl-sn-glycerol 3-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
471132	2.3.1.42	Glycerone-phosphate O-acyltransferase.	Acyl-CoA + glycerone phosphate = CoA + acylglycerone phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
471154	3.1.3.3	Phosphoserine phosphatase.	Phosphoserine + H(2)O = serine + phosphate.			Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
471172	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.		Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
471172	2.3.1.12	Dihydrolipoamide S-acetyltransferase.	Acetyl-CoA + dihydrolipoamide = CoA + S-acetyldihydrolipoamide.	Lipoyl group.		Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
471216	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
471216	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
471216	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
471233	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.		Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
471233	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.		Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Methionine metabolism	Amino Acid Metabolism	METABOLIC
471248	3.6.4.13							
471252	6.1.1.11	Serine--tRNA ligase.	ATP + L-serine + tRNA(Ser) = AMP + diphosphate + L-seryl-tRNA(Ser).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
471252	6.1.1.11	Serine--tRNA ligase.	ATP + L-serine + tRNA(Ser) = AMP + diphosphate + L-seryl-tRNA(Ser).			Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
471256	6.1.1.2	Tryptophan--tRNA ligase.	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl- tRNA(Trp).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
471256	6.1.1.2	Tryptophan--tRNA ligase.	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl- tRNA(Trp).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
471259	6.1.1.2	Tryptophan--tRNA ligase.	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl- tRNA(Trp).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
471259	6.1.1.2	Tryptophan--tRNA ligase.	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl- tRNA(Trp).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
471276	3.1.4.17	"3',5'-cyclic-nucleotide phosphodiesterase."	"Nucleoside 3',5'-cyclic phosphate + H(2)O = nucleoside 5'-phosphate."			Purine metabolism	Nucleotide Metabolism	METABOLIC
471300	1.1.1.25	Shikimate 5-dehydrogenase.	Shikimate + NADP(+) = 5-dehydroshikimate + NADPH.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
471300	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase.	Phosphoenolpyruvate + 3-phosphoshikimate = phosphate + 5-O- (1-carboxyvinyl)-3-phosphoshikimate.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
471300	2.7.1.71	Shikimate kinase.	ATP + shikimate = ADP + shikimate 3-phosphate.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
471300	4.2.1.10	3-dehydroquinate dehydratase.	3-dehydroquinate = 3-dehydroshikimate + H(2)O.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
471300	4.2.3.4							
471314	1.6.5.9							
471317	2.3.3.9							
471338	6.1.1.20	Phenylalanine--tRNA ligase.	ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
471338	6.1.1.20	Phenylalanine--tRNA ligase.	ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
471366	3.5.1.54	Allophanate hydrolase.	Urea-1-carboxylate + H(2)O = 2 CO(2) + 2 NH(3).			Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
471366	3.5.1.54	Allophanate hydrolase.	Urea-1-carboxylate + H(2)O = 2 CO(2) + 2 NH(3).			Atrazine degradation	Biodegradation of Xenobiotics	METABOLIC
471366	6.3.4.6	Urea carboxylase.	ATP + urea + CO(2) = ADP + phosphate + urea-1-carboxylate.	Biotin.		Nitrogen metabolism	Energy Metabolism	METABOLIC
471366	6.3.4.6	Urea carboxylase.	ATP + urea + CO(2) = ADP + phosphate + urea-1-carboxylate.	Biotin.		Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
471404	5.99.1.2	DNA topoisomerase.	ATP-independent breakage of single-stranded DNA, followed by passage and rejoining.					
471447	2.4.1.18	1,4-alpha-glucan branching enzyme.	Formation of 1,6-glucosidic linkages of glycogen.		Glycogen storage disease IV; MIM:232500.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
471447	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).			ATP synthesis	Energy Metabolism	METABOLIC
471447	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).			  Flagellar assembly		
471447	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).			  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
